,Unnamed: 0,Title,Year,Rating,Link,Budget,Gross,Net,Date,Month
215,280,  Citadel (I),2012,5.4,/title/tt1641975/,,141886.0,,2013-03-01,3.0
216,281,  Sinister (I),2012,6.8,/title/tt1922777/,3000000.0,82515113.0,79515113.0,2012-10-12,10.0
217,282,  Evidence (III),2012,5.0,/title/tt1640218/,12464.0,,,2012-09-27,9.0
218,283,  The Tall Man,2012,5.9,/title/tt1658837/,15600000.0,7462847.0,-8137153.0,2012-09-05,9.0
219,284,  In Their Skin,2012,5.3,/title/tt1790869/,4000000.0,106919.0,-3893081.0,2012-11-09,11.0
220,285,  Resolution (III),2012,6.3,/title/tt1977895/,,,,2013-01-23,1.0
221,287,  Dark Shadows,2012,6.2,/title/tt1077368/,150000000.0,245527149.0,95527149.0,2012-05-11,5.0
222,288,  Piranha 3DD,2012,3.8,/title/tt1714203/,5000000.0,8518634.0,3518634.0,2012-05-11,5.0
223,289,  Antiviral,2012,5.7,/title/tt2099556/,2400000.0,61808.0,-2338192.0,2013-02-13,2.0
224,290,  Stitches (I),2012,5.7,/title/tt2126362/,,63555.0,,2012-10-26,10.0
225,291,  Sightseers,2012,6.5,/title/tt2023690/,1573000.0,2122909.0,549909.0,2013-05-10,5.0
226,292,  Chernobyl Diaries,2012,5.0,/title/tt1991245/,1000000.0,38390020.0,37390020.0,2012-05-25,5.0
227,293,  Maniac,2012,6.1,/title/tt2103217/,6000000.0,2631275.0,-3368725.0,2013-01-02,1.0
228,294,  A Fantastic Fear of Everything,2012,5.8,/title/tt2006040/,1815000.0,96948.0,-1718052.0,2012-06-08,6.0
229,295,  Abraham Lincoln: Vampire Hunter,2012,5.9,/title/tt1611224/,69000000.0,116471580.0,47471580.0,2012-06-22,6.0
230,296,  Berserk: The Golden Age Arc II - The Battle for Doldrey,2012,7.7,/title/tt2358911/,,,,2012-06-23,6.0
231,297,  Berberian Sound Studio,2012,6.2,/title/tt1833844/,,312757.0,,2012-08-31,8.0
232,298,  Storage 24,2012,4.5,/title/tt1986953/,,646175.0,,2012-06-29,6.0
233,299,  Chained (I),2012,6.4,/title/tt1989475/,,77839.0,,2013-07-18,7.0
234,300,  Truth or Die (II),2012,5.6,/title/tt1838722/,1000000.0,2504058.0,1504058.0,2012-08-06,8.0
235,301,  The Dinosaur Project,2012,4.6,/title/tt1907779/,,2412576.0,,2012-08-10,8.0
236,302,  Cockneys vs Zombies,2012,5.9,/title/tt1362058/,,107348.0,,2013-08-02,8.0
237,303,  The Apparition,2012,4.1,/title/tt1433822/,17000000.0,11350665.0,-5649335.0,2012-08-24,8.0
238,304,  The Seasoning House,2012,6.1,/title/tt1555093/,1028500.0,,,2013-06-21,6.0
239,305,  Universal Soldier: Day of Reckoning,2012,5.0,/title/tt1659343/,10000000.0,1402307.0,-8597693.0,2012-10-25,10.0
240,306,  After (I),2012,5.4,/title/tt1799508/,650000.0,,,2012-09-14,9.0
241,307,  It's Such a Beautiful Day,2012,8.2,/title/tt2396224/,,,,2016-05-21,5.0
242,308,  Vamps,2012,5.2,/title/tt1545106/,16000000.0,92748.0,-15907252.0,2012-11-02,11.0
243,309,  American Mary,2012,6.2,/title/tt1959332/,,,,2013-01-11,1.0
244,310,  The Possession (I),2012,5.9,/title/tt0431021/,14000000.0,85446075.0,71446075.0,2012-08-31,8.0
245,311,  Resident Evil: Retribution,2012,5.3,/title/tt1855325/,65000000.0,240159255.0,175159255.0,2012-09-14,9.0
246,312,  Bait (III),2012,5.2,/title/tt1438173/,20400000.0,33492566.0,13092566.0,2012-09-20,9.0
247,313,  Hotel Transylvania,2012,7.0,/title/tt0837562/,85000000.0,358375603.0,273375603.0,2012-09-28,9.0
248,314,  No One Lives,2012,5.9,/title/tt1763264/,2900000.0,1048704.0,-1851296.0,2013-05-10,5.0
