,Unnamed: 0,Title,Year,Rating,Link,Budget,Gross,Net,Date,Month
178,363,Pee Mak,2013,7.2,/title/tt2776344/,1813500.0,20896252.0,19082752.0,2013-03-28,3.0
179,364,Odd Thomas,2013,6.8,/title/tt1767354/,27000000.0,1149267.0,-25850733.0,2014-02-28,2.0
180,365,Scary Movie V,2013,3.5,/title/tt0795461/,20000000.0,78378744.0,58378744.0,2013-04-12,4.0
181,370,The Purge (I),2013,5.7,/title/tt2184339/,3000000.0,89328627.0,86328627.0,2013-06-07,6.0
182,372,Borgman,2013,6.7,/title/tt1954315/,3224000.0,1052010.0,-2171990.0,2013-08-29,8.0
183,373,The Last Days on Mars,2013,5.5,/title/tt1709143/,8470000.0,187191.0,-8282809.0,2013-09-19,9.0
184,374,Only Lovers Left Alive,2013,7.2,/title/tt1714915/,7000000.0,7609187.0,609187.0,2013-12-25,12.0
185,376,World War Z,2013,7.0,/title/tt0816711/,190000000.0,540455876.0,350455876.0,2013-06-21,6.0
186,377,The Conjuring,2013,7.5,/title/tt1457767/,20000000.0,320406242.0,300406242.0,2013-07-19,7.0
187,379,The House at the End of Time,2013,6.7,/title/tt2640474/,300000.0,4588899.0,4288899.0,2013-06-21,6.0
188,383,The Mortal Instruments: City of Bones,2013,5.8,/title/tt1538403/,60000000.0,95396573.0,35396573.0,2013-08-21,8.0
189,388,Under the Skin (I),2013,6.3,/title/tt1441395/,13300000.0,5866389.0,-7433611.0,2014-03-14,3.0
190,389,Wolf Creek 2,2013,6.1,/title/tt2004432/,7200000.0,4383978.0,-2816022.0,2014-04-17,4.0
191,390,Rigor Mortis,2013,6.3,/title/tt2771800/,1920000.0,3018374.0,1098374.0,2014-06-06,6.0
192,391,The Sacrament,2013,6.1,/title/tt2383068/,4000000.0,9221.0,-3990779.0,2014-05-01,5.0
193,394,Oculus,2013,6.5,/title/tt2388715/,5000000.0,44459951.0,39459951.0,2014-04-11,4.0
194,395,The Green Inferno,2013,5.3,/title/tt2403021/,5000000.0,12666449.0,7666449.0,2015-09-25,9.0
195,397,Insidious: Chapter 2,2013,6.5,/title/tt2226417/,5000000.0,161919318.0,156919318.0,2013-09-13,9.0
196,400,Nothing Left to Fear,2013,4.4,/title/tt1662293/,3000000.0,1675381.0,-1324619.0,2013-09-26,9.0
197,401,Nurse,2013,4.5,/title/tt1913166/,10000000.0,706617.0,-9293383.0,2013-10-24,10.0
198,402,Carrie,2013,5.8,/title/tt1939659/,30000000.0,84790678.0,54790678.0,2013-10-18,10.0
199,404,Gallows Hill,2013,5.2,/title/tt2387408/,2500000.0,1498262.0,-1001738.0,2014-08-29,8.0
200,405,The Returned,2013,5.9,/title/tt2093270/,5000000.0,612521.0,-4387479.0,2013-11-15,11.0
201,407,Wer,2013,5.9,/title/tt2229511/,2500000.0,860940.0,-1639060.0,2014-08-19,8.0
202,408,The Den,2013,6.0,/title/tt2503154/,500000.0,410129.0,-89871.0,2014-03-14,3.0
203,409,Paranormal Activity: The Marked Ones,2014,5.0,/title/tt2473682/,5000000.0,90894962.0,85894962.0,2014-01-03,1.0
204,410,Devil's Due,2014,4.1,/title/tt2752758/,7000000.0,36921560.0,29921560.0,2014-01-17,1.0
205,411,The Babadook,2014,6.8,/title/tt2321549/,2000000.0,10484459.0,8484459.0,2014-11-28,11.0
206,415,Life After Beth,2014,5.6,/title/tt2581244/,2400000.0,274717.0,-2125283.0,2014-07-15,7.0
207,416,Dead Snow 2: Red vs. Dead,2014,6.8,/title/tt2832470/,3500000.0,1187477.0,-2312523.0,2014-10-07,10.0
208,417,What We Do in the Shadows,2014,7.6,/title/tt3416742/,1600000.0,7412611.0,5812611.0,2015-02-13,2.0
209,420,Vampire Academy,2014,5.4,/title/tt1686821/,30000000.0,15642346.0,-14357654.0,2014-02-07,2.0
210,422,13 Sins,2014,6.3,/title/tt2059171/,4000000.0,826913.0,-3173087.0,2014-04-11,4.0
211,423,Honeymoon,2014,5.7,/title/tt3177316/,1000000.0,24343.0,-975657.0,2014-09-12,9.0
212,428,Housebound,2014,6.7,/title/tt3504048/,220500.0,241347.0,20847.0,2014-09-04,9.0
